location,location_s,features,bath,bed,toilet,price,description,page,loc
sawmill ifako gbagada gbagada lagos,sawmill ifako,3 bed 3 bath 4 toilet,3,3,4,1000000,All room ensuite upstairs with all tiles and wardrobe and car park with security ... Renovated. All Room Ensuit. Big Compound. ...,4,gbagada
powerline soluyi gbagada soluyi gbagada lagos,powerline soluyi,2 bed 2 bath 3 toilet,2,2,3,700000,Portable 2bedroom flat all rooms ensuite with guest toilet and wardrobe fitted kitchen and cabinet all tiled prepaid meter treated water upstairs and downstairs [email protected] powerline sholuyi gbagada #700 pics available by request ... Security. Security Doors. All Room Ensuit. Parking Space. ...,4,gbagada
akinwunmi street ifako gbagada gbagada lagos,akinwunmi street ifako,1 bed 1 bath 2 toilet,1,1,2,300000,"Mini flat at ifako gbagada Lagos fenced and gated,all tiles ... Renovated. ...",5,gbagada
ester port avenue soluyi gbagada lagos,ester port avenue soluyi,1 bed 1 bath 1 toilet,1,1,1,500000,A big size mini flat upstairs and well designed and accessible to the road with car park ... Renovated. Dry. Old. Furnished. Cheap. Parking Space. Big Compound. ...,5,gbagada
atiku street soluyi gbagada lagos,atiku street soluyi,2 bed 2 bath 2 toilet,2,2,2,650000,A master room all tiles and pop and standard kitchen with good facilities just three and a compound ... New. Furnished. Printing Service. Security. ...,5,gbagada
yetunde brown ifako gbagada gbagada lagos,yetunde brown ifako,3 bed 3 bath 4 toilet,3,3,4,1000000,Tolet Decent 3bedroom flat all room ensuit at yetunde brown ifako gbagada house rent 1million ... Renovated. Furnished. Cheap. Water Treatment. Security Doors. All Room Ensuit. Survey. Parking Space. Security. ...,5,gbagada
sholuyi gbagada soluyi gbagada lagos,sholuyi,3 bed 3 bath 3 toilet,3,3,3,1200000,"A clean ensuite 3bedroom flat upstairs at Sholuyi estate, Gbagada.property is located in a serene neighborhood with good access road to any part of Lagos metropolis. Property rate is 1.2m (one million two hundred thousand ... Dry. Security Doors. All Room Ensuit. Pop Ceiling. Parking Space. 24 Hours Security. Security. Big Compound. Drainage System. ...",5,gbagada
soluyi gbagada lagos,soluyi,3 bed 3 bath 4 toilet,3,3,4,1200000,3 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos ... Renovated. New. Supermarket Nearby. 24 Hours Security. Security. Restaurants Nearby. Parking Space. Water Treatment. All Room Ensuit. Pop Ceiling. Security Doors. Street Lights. ...,5,gbagada
ifako gbagada gbagada lagos,ifako,3 bed 2 bath 3 toilet,2,3,3,1000000,Upstairs Spacious rooms and living room Good kitchenette with cabinet Good parking lot Accessible road Neat and serene environment ... Cheap. Renovated. Dry. Old. Parking Space. 24 Hours Security. Security Doors. Drainage System. Supermarket Nearby. Big Compound. ...,5,gbagada
ifako gbagada gbagada lagos,ifako,3 bed 3 bath 4 toilet,3,3,4,1300000,Upstairs Exclusive staircase Good kitchenette with cabinet Good access road network Spacious rooms and living room Serene environment and security Good parking lot ... Renovated. Dry. Security. Parking Space. 24 Hours Security. Water Treatment. Fast Internet. Pop Ceiling. Security Doors. Drainage System. All Room Ensuit. Big Compound. Street Lights. ...,5,gbagada
atunrase medina gbagada lagos,atunrase medina,3 bed 3 bath 4 toilet,3,3,4,2000000,Just 3 tenant to share compound Top notch quality finishes Spacious rooms and living room Serene environment and secured estate Good access road network Parking lot ... New. Dry. Security. Parking Space. 24 Hours Security. Water Treatment. Fast Internet. Pop Ceiling. Security Doors. Drainage System. Restaurants Nearby. All Room Ensuit. Big Compound. Street Lights. ...,5,gbagada
ifako gbagada gbagada lagos,ifako,3 bed 2 bath 3 toilet,2,3,3,1500000,3 bedroom Flat / Apartment for rent Harmony estate Ifako-gbagada Gbagada Lagos ... Cheap. Renovated. Dry. Security. Child Care. Security Doors. Drainage System. Parking Space. Children Play Ground. 24 Hours Security. Water Treatment. Printing Service. Supermarket Nearby. Office Supplies. Big Compound. Street Lights. ...,5,gbagada
millenuim ups gbagada lagos,millenuim ups,3 bed 3 bath 4 toilet,3,3,4,1600000,Just 4 to share compound Spacious compound Spacious rooms and living room Good kitchenette with cabinet Good parking lot Serene and secured estate Good accessible road ... New. Dry. Security. Parking Space. Children Play Ground. 24 Hours Security. Child Care. Pop Ceiling. Security Doors. Drainage System. All Room Ensuit. Big Compound. Street Lights. ...,5,gbagada
millenuim ups gbagada lagos,millenuim ups,3 bed 3 bath 4 toilet,3,3,4,2000000,Upstairs 6 units Fully serviced expect PHCN Spacious rooms and living room Good kitchenette with cabinet Good parking lot Good access road network Service include diesel and payment estate dues Serene environment and secured estate ... Serviced. New. Dry. Security. Pop Ceiling. Security Doors. Drainage System. Parking Space. Children Play Ground. 24 Hours Security. Water Treatment. Fast Internet. Supermarket Nearby. Jacuzzi. All Room Ensuit. Big Compound. Street Lights. ...,5,gbagada
ifako ifako gbagada gbagada lagos,ifako ifako,3 bed 3 bath 4 toilet,3,3,4,2000000,"TO LET. *Newly built executive Spacious luxury 3bedrooms with a room BQ, all ensuite upstairs with modern facilities*. . *Price: 2m* ... New. Cheap. Security Doors. All Room Ensuit. Jacuzzi. Big Compound. Pop Ceiling. Swimming Pool. Security. 24 Hours Electricity. Parking Space. Water Treatment. Boys Quater. 24 Hours Security. ...",5,gbagada
millennium estate millenuim ups gbagada lagos,millennium estate millenuim ups,3 bed 3 bath 4 toilet,3,3,4,2700000,New built 4nos of 3bedroom flat at Okealo millennium estate Gbagada Rent: Down 2.5million up 2.7million Nb: prefers a corporate tenant that can take all four or individuals that have a good corporate job. ... New. Cheap. Security Doors. All Room Ensuit. Jacuzzi. Big Compound. Pop Ceiling. Street Lights. Security. 24 Hours Electricity. Supermarket Nearby. Parking Space. Water Treatment. 24 Hours Security. ...,5,gbagada
ferano court ifako gbagada gbagada lagos,ferano court ifako,5 bed 5 bath 6 toilet,5,5,6,2000000,"*Fresh Gbagada Lettings:* Lovely 5brm Detached duplex with 1rm BQ, all rooms ensuite and guest toilet at Ferrano Court, Glory Estate, Ifako, Gbagada. 2m, 1yr rent ... New. Swampy. Cheap. Renovated. Restaurants Nearby. Governor's Consent. Parking Space. Water Treatment. Boys Quater. Gym. 24 Hours Security. Security Doors. Jacuzzi. Big Compound. Pop Ceiling. Cctv Cameras. Security. 24 Hours Electricity. Supermarket Nearby. Child Care. ...",5,gbagada
millennium estate millenuim ups gbagada lagos,millennium estate millenuim ups,4 bed 4 bath 5 toilet,4,4,5,3500000,Good Lovely And Tastefully Finished 4Bedroom Detached Duplex In Millennium Estate Gbagada Features: Marble Finishing All Room Ensuite Guest Toilet Dinning Area Fitted Kitchen Family Lounge Screeded Walls Balcony Fitted Wardrobes Nice Ambiance Serene And Well Secured Estate Well Accessible Good ... New. Dry. Cheap. Security Doors. All Room Ensuit. Restaurants Nearby. Big Compound. Pop Ceiling. Street Lights. Security. 24 Hours Electricity. Parking Space. Water Treatment. 24 Hours Security. ...,5,gbagada
soluyi gbagada lagos,soluyi,1 bed 1 bath 1 toilet,1,1,1,500000,This property is located in gbagada in an estate secured and serene price tag is 500k a year rent other charges follow suites. Just behind a duplex. INSPECTION FEE IS 5 K ... ...,5,gbagada
akinwunmi street ifako gbagada gbagada lagos,akinwunmi street ifako,1 bed 1 bath 2 toilet,1,1,2,300000,"Mini flat at ifako gbagada Lagos fenced and gated,all tiles ... Renovated. ...",5,gbagada
oworonshoki gbagada lagos,oworonshoki,1 bed 1 bath 1 toilet,1,1,1,220000,Pay and pack in spacious room selfcon at akerele estate oworosoki for 220k . Good water and almost 24/7 power supply ... ...,6,gbagada
millenuim ups gbagada lagos,millenuim ups,3 bed 3 bath 3 toilet,3,3,3,1000000,within a well secured Estate ... New. ...,6,gbagada
millenuim ups gbagada lagos,millenuim ups,3 bed 3 bath 3 toilet,3,3,3,1500000,3 bedroom Blocks of Flats House for rent Millenuim/UPS Gbagada Lagos ... Street Lights. Drainage System. Restaurants Nearby. Big Compound. Parking Space. Security. 24 Hours Security. Supermarket Nearby. Security Doors. Pop Ceiling. All Room Ensuit. ...,6,gbagada
#NAME?,,0 bed 0 bath 0 toilet,0,0,0,700000,Flat / Apartment for rent - Gbagada Lagos ... ...,6,gbagada
soluyi gbagada lagos,soluyi,3 bed 4 bath 4 toilet,4,3,4,800000,"Pay and pack in 3 bedroom flat in a serene for rent. For more info,call me and I will respond. There is prepared meter and parking space as well. ... ...",6,gbagada
gbagada lagos,,3 bed 4 bath 4 toilet,4,3,4,1500000,"ewly built 3bedrooms @gbagada 1.5m in a senere environment dealing wit d mandate 4 more lift Very tasteful, gated, round with fence, security incline area, clean environment, enormous car park, good tap water and borehole, ... New. Big Compound. 24 Hours Security. 24 Hours Electricity. Supermarket Nearby. ...",6,gbagada
new garage gbagada lagos,new garage,2 bed 2 bath 3 toilet,2,2,3,750000,2 bedroom Flat / Apartment for rent New garage Gbagada Lagos ... New. Security Doors. Parking Space. Water Treatment. All Room Ensuit. Supermarket Nearby. Security. Pop Ceiling. 24 Hours Security. Restaurants Nearby. Street Lights. ...,6,gbagada
extension phase 2 gbagada lagos,extension phase 2,3 bed 2 bath 2 toilet,2,3,2,1000000,A very clean 3 bedroom at gbagada phase 2 in a very serene environment 1mill but 900k can fly Upstairs 3rd floor Wardrobes Kitchen Balcony Prepaid meter Car Park Legal 100k Agency 200k Caution 50k ... ...,6,gbagada
new garage new garage gbagada lagos,new garage new garage,2 bed 2 bath 3 toilet,2,2,3,750000,2 bedroom Flat / Apartment for rent New garage New garage Gbagada Lagos ... New. Street Lights. Big Compound. Security. All Room Ensuit. Supermarket Nearby. 24 Hours Security. 24 Hours Electricity. Restaurants Nearby. Security Doors. ...,6,gbagada
ifako gbagada gbagada lagos,ifako,2 bed 2 bath 3 toilet,2,2,3,1000000,2 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos ... New. Security Doors. Supermarket Nearby. All Room Ensuit. Street Lights. Restaurants Nearby. Pop Ceiling. Water Treatment. Parking Space. Security. 24 Hours Security. ...,6,gbagada
millennium estate millenuim ups gbagada lagos,millennium estate millenuim ups,3 bed 3 bath 4 toilet,3,3,4,1500000,3bedroom flat at millennium estate gbagada Lagos all room ensuite ... Furnished. New. All Room Ensuit. Big Compound. ...,6,gbagada
deeper life church road soluyi gbagada lagos,deeper life church road soluyi,1 bed 1 bath 1 toilet,1,1,1,250000,A roomself at the back of a hotel conversion and it doesn't have kitchen strictly for ladies and is upstairs ... Cheap. Furnished. Renovated. ...,6,gbagada
jesus street/imesi ifako gbagada gbagada lagos,jesus street/imesi ifako,1 bed  bath  toilet, ,1, ,3000,A room in a public compound to share toilet and bath is at the bq and it is 10 by 8 ... Old. Renovated. ...,6,gbagada
sawmill ifako ifako gbagada gbagada lagos,sawmill ifako ifako,1 bed 1 bath 1 toilet,1,1,1,250000,"Still available........ A room self at sawmill #250k per annum fence round with gate, pay n packing. ... Renovated. ...",6,gbagada
deeper life headquarters ifako gbagada gbagada lagos,deeper life headquarters ifako,0 bed 0 bath 0 toilet,0,0,0,3000000,"*Duplex For Commercial/Residential Purpose, Hospital, creche, e.t.c. at Deeper Life HQ Gbagada* Massive 7bedroom semi-detached house (no bq), in a gated Street by Deeper Life HQ, Ifako, Gbagada. Rent: N3 million per annum Net. ... ...",6,gbagada
phase 2 gbagada lagos,phase 2,4 bed 4 bath 5 toilet,4,4,5,3000000,"*FRESH* Newly built 2 nos 4 bedrooms terraced duplex all ensuite with guest toilet, wardrobes n kitchen cabinets , water heater n cubicle shower @ Gbagada phase 2 estate 3M PA Residential or commercial ... ...",6,gbagada
gbagada ifako gbagada gbagada lagos,,1 bed 1 bath 1 toilet,1,1,1,1700000,"It’s a newly built apartment of more than 10 Units of roomself contain. (Standard Room, Toilet and Kitchen) It is 98% completed. Accessible to the road we are selling to does who desire to invest in real estate ... New. 24 Hours Electricity. Big Compound. 24 Hours Security. Street Lights. Security Doors. ...",6,gbagada
close to deeper life ifako gbagada gbagada lagos,close to deeper life ifako,1 bed 1 bath 1 toilet,1,1,1,400000,"Spacious room self Contain , gated with car park space, rooms fitted with wardrobe and kitchen fitted with cabinet , ... Supermarket Nearby. Drainage System. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Street Lights. Security Doors. ...",6,gbagada
"community street,odo-eran,iyana oworo,gbagada,lagos gbagada lagos","community street,odoeran,iyana oworo,",0 bed 0 bath 0 toilet,0,0,0,250000,"To Let: Newly built room self contain with toilet, kitchen at community street,odo-eran,iyana oworo,gbagada. Rent:N250k a year & half. SC:N55k. Caution: N30K ... ...",6,gbagada
soluyi gbagada lagos,soluyi,2 bed 3 bath 3 toilet,3,2,3,700000,A Portable 2bedroom flat all rooms ensuite with guest toilet and wardrobe fitted kitchen and cabinet all tiled prepaid meter treated water upstairs and downstairs [email protected] powerline sholuyi gbagada #700 ... Supermarket Nearby. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Parking Space. Security Doors. ...,6,gbagada
oworonshoki gbagada lagos,oworonshoki,1 bed 1 bath 1 toilet,1,1,1,220000,Pay and pack in spacious room selfcon at akerele estate oworosoki for 220k . Good water and almost 24/7 power supply ... ...,6,gbagada
community road odo eran oworoshoki junction gbagada lagos,community road odo eran oworoshoki junction,2 bed 2 bath 3 toilet,2,2,3,450000,2 bedroom Flat / Apartment for rent Community Road Odo Eran Oworoshoki junction Gbagada Lagos ... New. Cheap. Serviced. Furnished. Drainage System. 24 Hours Electricity. All Room Ensuit. 24 Hours Security. Security. Restaurants Nearby. Governor's Consent. Water Treatment. Street Lights. Parking Space. ...,7,gbagada
olabisi osho street soluyi gbagada lagos,olabisi osho street soluyi,2 bed 2 bath 3 toilet,2,2,3,600000,"Please call: [redacted], [redacted] or Whatsapp [redacted] ... Cheap. Security. ...",7,gbagada
millenuim ups gbagada lagos,millenuim ups,3 bed 3 bath 4 toilet,3,3,4,2000000,3 bedroom Blocks of Flats House for rent Millenuim/UPS Gbagada Lagos ... Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,7,gbagada
millennium estate millenuim ups gbagada lagos,millennium estate millenuim ups,3 bed 0 bath 0 toilet,0,3,0,2500000,TOLET Newly Built 4 units of 3 bedroom flat at Millennium estate Gbagada Lagos. Rent - N2.5m per flat Call Medlon Properties Ltd ... ...,7,gbagada
millennium estate gbagada millenuim ups gbagada lagos,millennium estate,3 bed 3 bath 4 toilet,3,3,4,2500000,Tastefully finished ensuite 4nos 3bedeoom flat. New built 4nos of 3bedroom flat at Okealo millennium estate Gbagada.Property is located in a Serene neighborhood with 24hrs security with good road network to any part of Lagos metropolis. ... New. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. 24 Hours Security. Security. Street Lights. Parking Space. Security Doors. ...,7,gbagada
millennium estate millenuim ups gbagada lagos,millennium estate millenuim ups,3 bed  bath  toilet, ,3, ,2500000,Newly built 3 bedroom flat all rooms ensuit plus guest toilet in millennium estate gbagada 2.5m ... New. ...,7,gbagada
jimoh bajulaye ifako gbagada gbagada lagos,jimoh bajulaye ifako,3 bed 3 bath 3 toilet,3,3,3,1200000,3bedroom flat at ifako gbagada big size room just three tenant in the compound fenced and gated with security ... Renovated. Big Compound. ...,7,gbagada
"community street,odo-eran,iyana oworo, gbagada gbagada lagos","community street,odoeran,iyana oworo,",0 bed 0 bath 0 toilet,0,0,0,500000,"For lease: Newly built two bedroom flat with all room ensuit, visitors toilet, prepaid meter,fitted kitchen at community street,odo-eran,iyana oworo. Rent:N500k. SC:N65k. Caution:N50k ... New. Pop Ceiling. ...",7,gbagada
soluyi soluyi gbagada lagos,soluyi soluyi,2 bed 2 bath 3 toilet,2,2,3,700000,2 bedroom Flat / Apartment for rent Soluyi Soluyi Gbagada Lagos ... Supermarket Nearby. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,7,gbagada
.. soluyi gbagada lagos,.. soluyi,1 bed 1 bath 1 toilet,1,1,1,400000,1 bedroom mini flat Self Contain Flat / Apartment for rent Soluyi Gbagada Lagos ... New. Renovated. Supermarket Nearby. Pop Ceiling. 24 Hours Security. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,7,gbagada
.. ifako gbagada gbagada lagos,.. ifako,1 bed 1 bath 2 toilet,1,1,2,800000,1 bedroom mini flat Mini flat Flat / Apartment for rent Ifako-gbagada Gbagada Lagos ... New. Supermarket Nearby. Pop Ceiling. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,7,gbagada
ifako gbagada gbagada lagos,ifako,2 bed 3 bath 3 toilet,3,2,3,1300000,"This property is located at gbagada at ifako,it consists of a newly built two bedroom flat all rooms en suites. Ample parking space,well finished interiors, nice kitchen cabinets. Price tag is 1.3m non negotiable other ... New. ...",7,gbagada
.. ifako gbagada gbagada lagos,.. ifako,2 bed 3 bath 3 toilet,3,2,3,800000,This property is located in gbagada in a serene and secured estate it's consist of a two bedroom all ensuites price tag is 800k other charges follow suites. INSPECTION FEE IS 5K ... ...,7,gbagada
gbagada oke alo lagos. ifako gbagada gbagada lagos,,3 bed 3 bath 3 toilet,3,3,3,2500000,"Standard brand new 3bedrooms flat at Gbagada oke alo, having all rooms ensuite, pop ceiling, wardrobes, kitchen cabinet with a very big compound. (Agt Abass). ... New. Supermarket Nearby. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Water Treatment. Street Lights. Parking Space. Security Doors. ...",7,gbagada
glory estate ifako gbagada gbagada lagos,glory estate ifako,2 bed 0 bath 0 toilet,0,2,0,1000000,"Executive 2 bedroom flat at glory estate ifako gbagada all room en-suite just two tenants to share compound ground floor fence with gate, ample parking space in a senere environment. 1m a year rent ... ...",7,gbagada
#NAME?,,2 bed 0 bath 0 toilet,0,2,0,1000000,Decent and spacious 2bedroom flat apartment all room ensuit with guest in a well serene environment at Gbagada ... ...,7,gbagada
soluyi gbagada lagos,soluyi,2 bed 2 bath 3 toilet,2,2,3,700000,"Portable 2bedroom flat all rooms ensuite with guest toilet and wardrobe fitted kitchen and cabinet, all tiled, prepaid meter, treated water @ powerline sholuyi gbagada Rent: #700,000 p/a ... Renovated. Supermarket Nearby. Drainage System. All Room Ensuit. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Parking Space. Security Doors. ...",7,gbagada
